subject	lo	hi	n_total	n_gp	frac_gp
132118	2	12	325	0	0.0
131722	2	18	7	0	0.0
132118	1	34	115	1	0.008695652173913044
132118	4	29	4475	0	0.0
132118	25	7	9	0	0.0
132118	31	7	215	0	0.0
132118	50	1	2	0	0.0
132118	4	14	6	0	0.0
132118	3	36	8	0	0.0
132118	19	7	472	0	0.0
132118	6	53	358	2	0.00558659217877095
132118	44	1	73	10	0.136986301369863
132118	48	8	154	0	0.0
132118	20	5	4917	126	0.025625381330079317
132118	5	48	1363	90	0.06603081438004402
132118	7	32	30	0	0.0
132118	41	3	44	0	0.0
132118	5	30	2448	2	0.0008169934640522876
132118	6	16	2952	79	0.02676151761517615
132118	48	4	3	0	0.0
132118	9	2	3908	0	0.0
132118	6	32	5	0	0.0
132118	28	2	26	0	0.0
132118	29	2	11124	1574	0.14149586479683568
132118	35	5	10	0	0.0
132118	14	2	68	0	0.0
132118	34	5	37	3	0.08108108108108109
132118	15	2	15	11	0.7333333333333333
132118	7	53	9	0	0.0
132118	8	18	19	0	0.0
132118	4	30	313	0	0.0
132118	5	14	356	2	0.0056179775280898875
132118	21	5	201	0	0.0
132118	5	51	199	46	0.23115577889447236
132118	49	8	14	0	0.0
132118	51	1	61	60	0.9836065573770492
132118	45	1	2341	190	0.08116189662537378
132118	40	3	2	0	0.0
132118	7	16	32	0	0.0
132118	18	7	15	0	0.0
132118	1	10	1661	33	0.019867549668874173
132118	5	29	23	0	0.0
132118	8	25	20	0	0.0
132118	1	8	9	0	0.0
132118	24	7	110	0	0.0
132118	2	36	22	1	0.045454545454545456
132118	3	12	4	0	0.0
132118	1	12	82	1	0.012195121951219513
132118	8	27	23	0	0.0
132118	30	7	335	0	0.0
132118	26	7	201	0	0.0
132118	3	8	20	0	0.0
132118	2	34	66	1	0.015151515151515152
132118	7	29	147	0	0.0
132118	3	10	53	0	0.0
132118	5	53	20	1	0.05
132118	37	5	2	2	1.0
132118	5	16	1335	0	0.0
132118	47	1	893	77	0.08622620380739082
132118	42	3	1	0	0.0
132118	6	48	6363	159	0.02498821310702499
132118	7	14	17	0	0.0
132118	23	5	25	0	0.0
132118	6	30	19360	4623	0.2387913223140496
132118	16	2	241	2	0.008298755186721992
132118	36	5	3	0	0.0
132118	7	51	48	4	0.08333333333333333
132118	22	5	2706	43	0.015890613451589063
132118	43	3	18	0	0.0
132118	7	48	27	1	0.037037037037037035
132118	6	14	3137	4	0.001275103602167676
132118	46	1	38	3	0.07894736842105263
132118	5	32	10	0	0.0
132118	33	7	147	0	0.0
132118	6	51	250	3	0.012
132118	4	16	24	0	0.0
132118	52	1	2	2	1.0
132118	1	36	15	0	0.0
132118	27	7	4	0	0.0
132118	4	8	46	0	0.0
132118	2	10	4850	3	0.0006185567010309278
132118	6	29	1937	178	0.09189468249870934
132118	23	7	40	0	0.0
132118	4	12	11	0	0.0
132118	42	1	134	9	0.06716417910447761
132118	3	34	188	0	0.0
132118	26	5	2395	76	0.031732776617954074
132118	9	4	39	0	0.0
132118	7	34	39	0	0.0
132118	13	2	245	6	0.024489795918367346
132118	6	10	23	16	0.6956521739130435
132118	37	7	1	0	0.0
132118	2	51	20	16	0.8
132118	3	30	34	0	0.0
132118	3	14	1	0	0.0
132118	33	5	51	0	0.0
132118	43	1	314	35	0.11146496815286625
132118	46	3	8	0	0.0
132118	36	7	231	0	0.0
132118	2	48	8	0	0.0
132118	2	30	470	11	0.023404255319148935
132118	8	23	213	0	0.0
132118	52	3	3	0	0.0
132118	6	34	84	21	0.25
132118	3	29	222	0	0.0
132118	22	7	223	9	0.04035874439461883
132118	4	34	435	0	0.0
132118	7	8	1800	0	0.0
132118	4	36	36	0	0.0
132118	7	10	4	0	0.0
132118	5	8	209	44	0.21052631578947367
132118	3	51	12	0	0.0
132118	1	29	2121	0	0.0
132118	20	7	796	1	0.001256281407035176
132118	8	6	1046	257	0.245697896749522
132118	18	5	209	4	0.019138755980861243
132118	8	21	1229	0	0.0
132118	41	1	2081	32	0.015377222489187891
132118	6	36	27	0	0.0
132118	24	5	15	0	0.0
132118	3	16	3	0	0.0
132118	50	3	5	0	0.0
132118	19	5	21	0	0.0
132118	11	2	2305	1	0.0004338394793926247
132118	5	10	8	8	1.0
132118	39	2	4648	3	0.0006454388984509467
132118	44	3	1	0	0.0
132118	3	32	7	0	0.0
132118	35	7	23	0	0.0
132118	40	1	2	0	0.0
132118	9	6	104	3	0.028846153846153848
132118	4	10	67	0	0.0
132118	21	7	166	0	0.0
132118	45	3	28	0	0.0
132118	49	6	817	11	0.01346389228886169
132118	8	40	250	0	0.0
132118	4	33	107	0	0.0
132118	7	50	14	2	0.14285714285714285
132118	1	30	8	0	0.0
132118	8	38	89	7	0.07865168539325842
132118	3	11	38	0	0.0
132118	2	53	3	0	0.0
132118	22	3	415	0	0.0
132118	7	15	35	3	0.08571428571428572
132118	27	1	446	1	0.002242152466367713
132118	52	7	79	16	0.20253164556962025
132118	5	17	33	1	0.030303030303030304
132118	6	31	2	0	0.0
132118	5	52	1506	178	0.11819389110225764
132118	1	9	382	1	0.002617801047120419
132118	8	26	234	0	0.0
132118	33	1	298	2	0.006711409395973154
132118	17	8	3	0	0.0
132118	7	28	91	0	0.0
132118	43	5	1	0	0.0
132118	2	35	5	0	0.0
132118	6	28	143	32	0.22377622377622378
132118	16	8	47	0	0.0
132118	1	13	531	0	0.0
132118	3	35	381	0	0.0
132118	7	49	2	2	1.0
132118	13	6	2	0	0.0
132118	37	3	229	6	0.026200873362445413
132118	26	1	1	0	0.0
132118	23	3	95	0	0.0
132118	1	37	18675	23	0.0012315930388219546
132118	6	17	224	2	0.008928571428571428
132118	6	50	1350	3	0.0022222222222222222
132118	21	3	88	0	0.0
132118	6	52	1971	2	0.0010147133434804667
132118	28	4	120	0	0.0
132118	9	3	13	0	0.0
132118	14	8	15	0	0.0
132118	6	15	4489	6	0.0013366005791935842
132118	28	8	1093	0	0.0
132118	1	35	11	0	0.0
132118	24	1	9	0	0.0
132118	54	5	512	74	0.14453125
132118	11	6	160	6	0.0375
132118	5	49	503	104	0.20675944333996024
132118	40	5	2274	16	0.007036059806508356
132118	39	6	5	0	0.0
132118	5	28	158	2	0.012658227848101266
132118	3	13	15	0	0.0
132118	1	11	998	0	0.0
132118	8	24	650	0	0.0
132118	29	8	659	0	0.0
132118	19	1	6460	69	0.010681114551083592
132118	15	8	66	0	0.0
132118	8	19	88	0	0.0
132118	31	1	64	0	0.0
132118	20	3	808	0	0.0
132118	38	6	2475	46	0.018585858585858588
132118	25	1	538	2	0.0037174721189591076
132118	2	37	3808	43	0.011292016806722689
132118	44	7	1	0	0.0
132118	6	33	109	20	0.1834862385321101
132118	1	15	7	7	1.0
132118	5	50	917	160	0.17448200654307525
132118	7	17	6	0	0.0
132118	39	4	393	0	0.0
132118	24	3	29	0	0.0
132118	5	15	675	23	0.034074074074074076
132118	40	7	8	0	0.0
132118	6	37	2	2	1.0
132118	39	8	9	0	0.0
132118	18	3	2	0	0.0
132118	5	11	1	0	0.0
132118	2	33	360	42	0.11666666666666667
132118	11	4	152	0	0.0
132118	8	20	777	0	0.0
132118	4	35	5	0	0.0
132118	7	13	1	0	0.0
132118	1	49	1	1	1.0
132118	7	9	2	0	0.0
132118	21	1	2628	17	0.006468797564687975
132118	38	4	1	0	0.0
132118	1	28	10	0	0.0
132118	11	8	10	0	0.0
132118	45	5	4	4	1.0
132118	2	52	3	1	0.3333333333333333
132118	44	5	29	29	1.0
132118	20	1	27	0	0.0
132118	6	54	7190	18	0.0025034770514603616
132118	27	3	6	0	0.0
132118	3	33	57	0	0.0
132118	31	3	266	0	0.0
132118	41	7	1	0	0.0
132118	25	3	82	0	0.0
132118	43	7	7	0	0.0
132118	2	50	10	0	0.0
132118	8	41	6	0	0.0
132118	19	3	3403	20	0.0058771672054069935
132118	4	13	71	0	0.0
132118	22	1	188	0	0.0
132118	6	35	29	3	0.10344827586206896
132118	36	8	6	0	0.0
132118	23	1	15	0	0.0
132118	8	22	1075	1	0.0009302325581395349
132118	4	37	224	0	0.0
132118	3	28	41	0	0.0
132118	4	43	28	0	0.0
132118	3	15	1	0	0.0
132118	6	41	32	0	0.0
132118	26	3	14	0	0.0
132118	22	4	1444	0	0.0
132118	2	31	12	0	0.0
132118	7	11	1	0	0.0
132118	27	6	19	1	0.05263157894736842
132118	8	9	3	0	0.0
132118	37	8	3	0	0.0
132118	2	45	2189	4	0.001827318410232983
132118	26	6	1392	131	0.09410919540229885
132118	2	24	22	0	0.0
132118	7	39	5	0	0.0
132118	43	2	427	0	0.0
132118	42	2	166	2	0.012048192771084338
132118	2	19	1590	54	0.033962264150943396
132118	6	7	438	61	0.13926940639269406
132118	6	20	1620	59	0.03641975308641975
132118	4	5	12	0	0.0
132118	23	4	1745	0	0.0
132118	2	1	3781	345	0.09124570219518646
132118	4	20	222	0	0.0
132118	2	3	162	2	0.012345679012345678
132118	21	4	943	1	0.0010604453870625664
132118	6	22	8351	1960	0.2347024308466052
132118	5	39	1	0	0.0
132118	35	8	13	0	0.0
132118	4	7	27	0	0.0
132118	18	6	469	18	0.03837953091684435
132118	2	26	4	0	0.0
132118	24	6	218	31	0.14220183486238533
132118	40	2	2	0	0.0
132118	6	5	3651	797	0.21829635716242127
132118	39	1	4610	1	0.00021691973969631235
132118	25	6	13	0	0.0
132118	5	7	720	90	0.125
132118	34	8	22	0	0.0
132118	38	1	4	4	1.0
132118	19	6	45	6	0.13333333333333333
132118	1	3	1726	27	0.015643105446118192
132118	8	54	7	0	0.0
132118	4	41	502	0	0.0
132118	6	43	39	0	0.0
132118	41	2	7255	47	0.00647829083390765
132118	24	4	103	0	0.0
132118	7	1	16	0	0.0
132118	8	50	27	0	0.0
132118	39	3	56	0	0.0
132118	5	3	1	0	0.0
132118	4	45	21	0	0.0
132118	44	2	129	1	0.007751937984496124
132118	30	8	3898	1	0.0002565418163160595
132118	21	6	2124	277	0.13041431261770245
132118	2	47	9690	11	0.0011351909184726522
132118	2	5	67	66	0.9850746268656716
132118	25	4	398	0	0.0
132118	2	20	1	0	0.0
132118	38	3	49	0	0.0
132118	2	22	262	12	0.04580152671755725
132118	4	19	3483	0	0.0
132118	6	1	44	39	0.8863636363636364
132118	4	3	1391	0	0.0
132118	4	1	388	4	0.010309278350515464
132118	8	33	163	0	0.0
132118	27	4	939	0	0.0
132118	6	3	20	3	0.15
132118	3	7	175	0	0.0
132118	2	27	564	7	0.012411347517730497
132118	46	2	56	0	0.0
132118	4	47	111	0	0.0
132118	4	6	60	2	0.03333333333333333
132118	23	6	302	48	0.15894039735099338
132118	2	7	9	2	0.2222222222222222
132118	4	40	21	0	0.0
132118	1	5	45	39	0.8666666666666667
132118	8	52	33	0	0.0
132118	38	7	363	1	0.0027548209366391185
132118	21	2	6203	655	0.10559406738674834
132118	4	26	31	0	0.0
132118	5	38	4232	38	0.008979206049149339
132118	44	6	4	3	0.75
132118	6	40	1368	47	0.03435672514619883
132118	2	25	257	9	0.03501945525291829
132118	23	2	100	1	0.01
132118	46	6	64	0	0.0
132118	42	4	18	0	0.0
132118	2	18	2	0	0.0
132118	53	8	4	1	0.25
132118	2	6	338	58	0.17159763313609466
132118	4	2	444	19	0.04279279279279279
132118	8	51	21	0	0.0
134627	2	8	32	1	0.03125
132118	4	44	3	0	0.0
134627	4	29	1506	0	0.0
132118	46	4	2	0	0.0
134627	1	34	168	0	0.0
134627	25	7	5	0	0.0
134627	31	7	111	0	0.0
134627	19	7	1355	0	0.0
134627	2	12	33	1	0.030303030303030304
134627	3	36	134	0	0.0
134627	6	16	2172	43	0.01979742173112339
134627	4	14	1	0	0.0
134627	44	1	39	0	0.0
134627	41	3	69	0	0.0
134627	6	53	25	1	0.04
134627	5	48	3152	88	0.027918781725888325
134627	9	2	3402	30	0.008818342151675485
134627	7	32	189	0	0.0
134627	48	8	165	0	0.0
134627	35	5	198	1	0.005050505050505051
134627	5	30	2262	26	0.011494252873563218
134627	28	2	9	0	0.0
134627	21	5	135	0	0.0
134627	34	5	381	3	0.007874015748031496
134627	6	32	36	0	0.0
134627	5	14	224	0	0.0
134627	49	8	24	0	0.0
134627	5	51	128	2	0.015625
134627	8	18	8	0	0.0
134627	29	2	17181	2337	0.1360223502706478
134627	20	5	20574	33	0.0016039661708953047
134627	4	30	897	0	0.0
134627	7	53	4	0	0.0
134627	45	1	3397	3	0.0008831321754489255
134627	7	16	30	0	0.0
134627	1	10	457	0	0.0
134627	40	3	8	0	0.0
134627	18	7	5	0	0.0
134627	8	25	4	0	0.0
134627	30	7	382	2	0.005235602094240838
134627	24	7	1744	2	0.0011467889908256881
134627	5	29	25	0	0.0
134627	2	36	68	4	0.058823529411764705
134627	1	8	11	0	0.0
134627	7	29	54	0	0.0
134627	26	7	68	0	0.0
134627	3	12	4	0	0.0
134627	8	27	55	0	0.0
134627	3	8	30	0	0.0
134627	1	12	15	0	0.0
134627	2	34	65	1	0.015384615384615385
134627	42	3	43	0	0.0
134627	3	10	43	0	0.0
134627	5	53	11	0	0.0
134627	5	16	914	2	0.002188183807439825
134627	4	32	1	0	0.0
134627	7	14	11	0	0.0
134627	37	5	2	0	0.0
134627	23	5	24	0	0.0
134627	6	48	8063	570	0.07069329033858365
134627	7	51	70	0	0.0
134627	47	1	678	7	0.01032448377581121
134627	6	14	2008	4	0.00199203187250996
134627	6	51	566	28	0.04946996466431095
134627	22	5	4283	25	0.0058370301190754145
134627	5	32	292	1	0.003424657534246575
134627	16	2	11	0	0.0
134627	36	5	131	0	0.0
134627	46	1	69	0	0.0
134627	4	16	16	0	0.0
134627	1	36	100	1	0.01
134627	2	10	3048	13	0.00426509186351706
134627	6	30	26218	4111	0.15680067129453049
134627	7	34	360	1	0.002777777777777778
134627	27	7	9	0	0.0
134627	3	34	299	0	0.0
134627	43	3	106	0	0.0
134627	37	7	37	0	0.0
134627	23	7	159	0	0.0
134627	33	7	465	0	0.0
134627	9	4	4	0	0.0
134627	7	48	15	0	0.0
134627	4	8	115	0	0.0
134627	6	29	2667	482	0.18072740907386578
134627	1	32	8	0	0.0
134627	33	5	275	0	0.0
134627	8	23	428	0	0.0
134627	26	5	1385	3	0.0021660649819494585
134627	22	7	1545	16	0.010355987055016181
134627	46	3	34	0	0.0
134627	7	10	1	0	0.0
134627	4	36	90	0	0.0
134627	3	29	178	0	0.0
134627	6	34	233	9	0.03862660944206009
134627	13	2	12	0	0.0
134627	2	30	1175	71	0.06042553191489362
134627	42	1	849	2	0.002355712603062426
134627	3	30	14	0	0.0
134627	36	7	1355	0	0.0
134627	43	1	1212	4	0.0033003300330033004
134627	7	8	2674	1	0.00037397157816005983
134627	5	8	223	2	0.008968609865470852
134627	6	36	40	0	0.0
134627	8	21	1662	0	0.0
134627	2	32	6	0	0.0
134627	8	6	650	88	0.13538461538461538
134627	19	5	429	0	0.0
134627	4	34	275	0	0.0
134627	44	3	2	0	0.0
134627	1	29	1004	0	0.0
134627	20	7	10479	0	0.0
134627	41	1	3222	12	0.0037243947858473
134627	31	5	18	0	0.0
134627	38	2	6	1	0.16666666666666666
134627	11	2	1218	72	0.059113300492610835
134627	40	1	2	0	0.0
134627	3	16	1	0	0.0
134627	18	5	276	1	0.0036231884057971015
134627	1	30	15	0	0.0
134627	8	40	202	0	0.0
134627	8	38	65	1	0.015384615384615385
134627	24	5	674	4	0.005934718100890208
134627	7	50	11	0	0.0
134627	35	7	249	0	0.0
134627	49	6	594	20	0.03367003367003367
134627	4	10	9	0	0.0
134627	4	33	222	0	0.0
134627	45	3	25	0	0.0
134627	2	53	4	0	0.0
134627	3	32	82	0	0.0
134627	39	2	5118	15	0.0029308323563892145
134627	7	15	100	0	0.0
134627	21	7	891	0	0.0
134627	52	7	76	0	0.0
134627	6	31	7	0	0.0
134627	3	11	22	0	0.0
134627	5	52	2778	22	0.007919366450683946
134627	22	3	642	0	0.0
134627	5	17	4	0	0.0
134627	1	13	3	0	0.0
134627	8	26	193	0	0.0
134627	7	49	5	0	0.0
134627	16	8	14	0	0.0
134627	6	28	692	23	0.033236994219653176
134627	7	28	103	0	0.0
134627	2	35	51	1	0.0196078431372549
134627	33	1	727	3	0.0041265474552957355
134627	3	35	888	0	0.0
134627	27	1	273	0	0.0
134627	1	9	187	1	0.0053475935828877
134627	1	37	7958	4	0.0005026388539834129
134627	28	8	843	0	0.0
134627	6	50	1027	25	0.024342745861733205
134627	6	52	3044	20	0.006570302233902759
134627	2	54	7	1	0.14285714285714285
134627	14	8	3	0	0.0
134627	23	3	848	0	0.0
134627	5	49	323	8	0.02476780185758514
134627	37	3	694	0	0.0
134627	21	3	2666	0	0.0
134627	1	35	135	0	0.0
134627	6	15	1954	5	0.00255885363357216
134627	6	17	21	0	0.0
134627	9	3	20	0	0.0
134627	24	1	56	0	0.0
134627	28	4	91	0	0.0
134627	39	6	7	0	0.0
134627	15	8	12	0	0.0
134627	1	11	154	1	0.006493506493506494
134627	2	37	2081	36	0.017299375300336376
134627	29	8	925	0	0.0
134627	20	3	1008	0	0.0
134627	5	28	281	1	0.0035587188612099642
134627	38	6	2890	132	0.045674740484429065
134627	4	31	1	0	0.0
134627	25	1	2062	2	0.0009699321047526673
134627	8	19	122	0	0.0
134627	7	17	1	0	0.0
134627	31	1	2677	0	0.0
134627	19	1	19262	43	0.002232374623611255
134627	8	24	3552	0	0.0
134627	40	5	2262	0	0.0
134627	54	5	444	72	0.16216216216216217
134627	11	4	3	0	0.0
134627	2	33	404	10	0.024752475247524754
134627	40	7	61	0	0.0
134627	5	15	461	2	0.004338394793926247
134627	6	33	196	17	0.08673469387755102
134627	5	50	895	44	0.049162011173184354
134627	24	3	193	0	0.0
134627	39	4	225	0	0.0
134627	6	37	2	0	0.0
134627	25	3	569	0	0.0
134627	4	35	56	0	0.0
134627	11	8	4	0	0.0
134627	1	28	1	0	0.0
134627	31	3	616	0	0.0
134627	10	8	2	0	0.0
134627	39	8	20	0	0.0
134627	8	41	3	0	0.0
134627	20	1	228	0	0.0
134627	21	1	4947	62	0.012532848190822721
134627	8	20	3063	0	0.0
134627	3	33	394	0	0.0
134627	8	43	2	0	0.0
134627	2	50	1	0	0.0
134627	19	3	9786	0	0.0
134627	23	1	994	7	0.007042253521126761
134627	3	28	10	0	0.0
134627	27	3	378	0	0.0
134627	4	37	243	3	0.012345679012345678
134627	6	35	136	10	0.07352941176470588
134627	4	43	19	0	0.0
134627	8	22	3278	3	0.0009151921903599756
134627	22	1	189	1	0.005291005291005291
134627	2	31	110	0	0.0
134627	36	8	59	0	0.0
134627	26	3	7	0	0.0
134627	3	15	1	0	0.0
134627	22	4	2603	0	0.0
134627	27	6	17	0	0.0
134627	2	45	2507	16	0.006382130035899481
134627	4	5	13	0	0.0
134627	2	1	3014	232	0.07697412076974121
134627	6	54	15155	451	0.029759155394259322
134627	6	7	240	7	0.029166666666666667
134627	2	3	233	4	0.017167381974248927
134627	7	39	7	0	0.0
134627	42	2	1093	10	0.009149130832570906
134627	26	6	1077	2	0.0018570102135561746
134627	43	2	647	18	0.027820710973724884
134627	4	20	196	0	0.0
134627	2	24	263	12	0.045627376425855515
134627	23	4	2405	0	0.0
134627	6	20	7351	11	0.0014963950482927493
134627	6	22	9268	1327	0.14318083728959863
134627	2	19	5310	9	0.001694915254237288
134627	18	6	366	11	0.030054644808743168
134627	2	26	2	0	0.0
134627	5	39	1	0	0.0
134627	39	1	4806	0	0.0
134627	21	4	4209	0	0.0
134627	4	7	32	0	0.0
134627	40	2	4	0	0.0
134627	6	5	3605	586	0.16255201109570042
134627	34	8	181	0	0.0
134627	35	8	80	0	0.0
134627	24	6	1609	237	0.14729645742697328
134627	25	6	1	0	0.0
134627	5	7	2108	1	0.0004743833017077799
134627	8	54	6	0	0.0
134627	19	6	13	0	0.0
134627	41	2	8491	1435	0.169002473206925
134627	4	41	301	0	0.0
134627	1	3	2361	8	0.0033883947479881405
134627	8	50	10	0	0.0
134627	7	1	29	1	0.034482758620689655
134627	39	3	327	0	0.0
134627	5	3	17	0	0.0
134627	44	2	109	7	0.06422018348623854
134627	24	4	932	0	0.0
134627	30	8	2435	2	0.0008213552361396304
134627	38	3	6	0	0.0
134627	2	5	3	0	0.0
134627	2	47	7856	143	0.01820264765784114
134627	4	45	4	0	0.0
134627	25	4	316	0	0.0
134627	21	6	2672	183	0.06848802395209581
134627	2	22	1166	26	0.022298456260720412
134627	4	3	2317	0	0.0
134627	4	19	4065	0	0.0
134627	6	1	10	0	0.0
134627	4	1	131	1	0.007633587786259542
134627	6	3	19	1	0.05263157894736842
134627	46	2	118	21	0.17796610169491525
134627	27	4	464	0	0.0
134627	3	7	177	0	0.0
134627	8	33	293	0	0.0
134627	2	20	51	1	0.0196078431372549
134627	2	7	10	2	0.2
134627	32	8	3	0	0.0
134627	4	26	9	0	0.0
134627	1	5	8	0	0.0
134627	8	52	10	0	0.0
134627	42	4	12	0	0.0
134627	4	47	30	0	0.0
134627	38	7	274	0	0.0
134627	2	27	1273	21	0.016496465043205028
134627	4	6	85	13	0.15294117647058825
134627	23	6	339	28	0.08259587020648967
134627	5	38	4218	11	0.0026078710289236607
134627	2	25	809	5	0.006180469715698393
134627	6	40	2268	2	0.0008818342151675485
134627	4	40	32	0	0.0
134627	21	2	10446	697	0.06672410492054374
134627	23	2	2008	99	0.04930278884462151
134627	53	8	1	0	0.0
134627	46	4	4	0	0.0
134627	4	2	466	41	0.08798283261802575
134829	31	7	22	0	0.0
134829	6	53	113	1	0.008849557522123894
134829	1	34	149	6	0.040268456375838924
134829	2	8	37	4	0.10810810810810811
134627	4	44	2	0	0.0
134627	2	6	57	18	0.3157894736842105
134829	2	12	75	1	0.013333333333333334
134829	41	3	26	0	0.0
134829	25	7	59	0	0.0
134829	4	29	2168	0	0.0
134829	3	36	198	0	0.0
134829	19	7	1147	0	0.0
134829	5	48	2734	155	0.05669348939283102
134829	5	30	1611	2	0.0012414649286157666
134829	48	8	350	0	0.0
134829	6	16	4694	159	0.03387302939923306
134829	35	5	173	5	0.028901734104046242
134829	44	1	341	2	0.005865102639296188
134829	6	32	29	0	0.0
134829	28	2	27	0	0.0
134829	34	5	115	2	0.017391304347826087
134829	21	5	543	15	0.027624309392265192
134829	7	32	660	0	0.0
134829	15	2	29	29	1.0
134829	9	2	2484	6	0.0024154589371980675
134829	14	2	2	2	1.0
134829	5	14	330	3	0.00909090909090909
134829	5	51	361	63	0.1745152354570637
134829	29	2	18280	2125	0.1162472647702407
134829	7	53	3	0	0.0
134829	7	16	135	0	0.0
134829	4	30	138	0	0.0
134829	40	3	49	0	0.0
134829	49	8	31	0	0.0
134829	1	10	451	3	0.0066518847006651885
134829	8	18	21	0	0.0
134829	5	29	11	0	0.0
134829	8	25	46	0	0.0
134829	20	5	28573	751	0.02628355440450775
134829	30	7	647	0	0.0
134829	51	1	47	47	1.0
134829	18	7	61	0	0.0
134829	2	36	61	8	0.13114754098360656
134829	45	1	4531	161	0.03553299492385787
134829	3	8	308	0	0.0
134829	24	7	2396	0	0.0
134829	2	34	136	10	0.07352941176470588
134829	1	12	23	0	0.0
134829	3	12	4	0	0.0
134829	8	27	58	0	0.0
134829	1	8	20	3	0.15
134829	3	10	68	0	0.0
134829	7	29	58	0	0.0
134829	26	7	2856	0	0.0
134829	42	3	7	0	0.0
134829	53	1	1	0	0.0
134829	7	14	30	0	0.0
134829	5	16	701	1	0.0014265335235378032
134829	37	5	12	1	0.08333333333333333
134829	47	1	333	5	0.015015015015015015
134829	5	53	67	9	0.13432835820895522
134829	6	48	13039	267	0.020477030447120178
134829	16	2	12	0	0.0
134829	6	14	3243	19	0.00585877274128893
134829	7	51	41	1	0.024390243902439025
134829	6	30	17605	2455	0.13944902016472593
134829	22	5	1037	31	0.029893924783027964
134829	23	5	35	0	0.0
134829	36	5	105	1	0.009523809523809525
134829	6	51	221	0	0.0
134829	5	32	412	9	0.021844660194174758
134829	4	16	10	0	0.0
134829	27	7	35	0	0.0
134829	2	10	2397	10	0.004171881518564873
134829	1	36	70	1	0.014285714285714285
134829	6	29	893	70	0.07838745800671892
134829	7	48	48	0	0.0
134829	43	3	20	0	0.0
134829	46	1	141	0	0.0
134829	3	34	405	0	0.0
134829	23	7	181	0	0.0
134829	33	7	707	0	0.0
134829	9	4	35	0	0.0
134829	7	34	166	0	0.0
134829	1	32	16	0	0.0
134829	4	8	190	0	0.0
134829	13	2	171	3	0.017543859649122806
134829	37	7	12	0	0.0
134829	3	30	36	0	0.0
134829	6	10	7	7	1.0
134829	26	5	2167	62	0.02861098292570374
134829	2	51	75	75	1.0
134829	42	1	1704	39	0.022887323943661973
134829	33	5	372	18	0.04838709677419355
134829	27	5	4	0	0.0
134829	3	51	4	0	0.0
134829	8	23	334	0	0.0
134829	52	3	1	0	0.0
134829	22	7	510	2	0.00392156862745098
134829	43	1	1367	38	0.027798098024871983
134829	36	7	547	0	0.0
134829	7	10	5	0	0.0
134829	2	30	22	2	0.09090909090909091
134829	6	34	195	42	0.2153846153846154
134829	46	3	43	0	0.0
134829	5	8	220	5	0.022727272727272728
134829	3	29	420	0	0.0
134829	1	16	1	1	1.0
134829	4	36	63	0	0.0
134829	4	34	449	0	0.0
134829	7	8	2546	0	0.0
134829	50	3	4	0	0.0
134829	5	10	1	1	1.0
134829	8	6	631	107	0.16957210776545167
134829	1	29	1380	1	0.0007246376811594203
134829	44	3	44	0	0.0
134829	6	36	93	11	0.11827956989247312
134829	20	7	11371	10	0.000879430129276229
134829	19	5	216	10	0.046296296296296294
134829	8	21	2043	0	0.0
134829	3	16	1	0	0.0
134829	1	14	1	1	1.0
134829	25	5	8	0	0.0
134829	41	1	3125	61	0.01952
134829	2	32	1	0	0.0
134829	11	2	2477	38	0.015341138473960436
134829	31	5	2	0	0.0
134829	24	5	349	6	0.017191977077363897
134829	18	5	230	2	0.008695652173913044
134829	38	2	4	1	0.25
134829	3	32	92	0	0.0
134829	39	2	3669	32	0.00872172254020169
134829	40	1	2	0	0.0
134829	49	6	1302	15	0.01152073732718894
134829	1	30	1	0	0.0
134829	2	53	3	0	0.0
134829	8	38	22	0	0.0
134829	4	10	38	0	0.0
134829	45	3	32	0	0.0
134829	7	15	86	0	0.0
134829	8	40	729	0	0.0
134829	35	7	338	0	0.0
134829	7	50	15	0	0.0
134829	21	7	1506	0	0.0
134829	6	31	2	0	0.0
134829	4	33	476	0	0.0
134829	52	7	184	0	0.0
134829	5	52	3602	234	0.06496390893947807
134829	5	17	30	0	0.0
134829	3	11	148	0	0.0
134829	2	35	50	2	0.04
134829	22	3	1143	0	0.0
134829	33	1	744	36	0.04838709677419355
134829	27	1	367	3	0.008174386920980926
134829	7	28	271	1	0.0036900369003690036
134829	7	49	19	0	0.0
134829	16	8	52	0	0.0
134829	6	28	1389	143	0.1029517638588913
134829	3	35	714	0	0.0
134829	1	37	5882	19	0.0032301938116286975
134829	26	1	8	0	0.0
134829	1	9	411	0	0.0
134829	8	26	3878	0	0.0
134829	1	13	160	1	0.00625
134829	23	3	1330	0	0.0
134829	6	17	96	2	0.020833333333333332
134829	6	50	1577	7	0.004438807863031071
134829	37	3	1247	0	0.0
134829	6	15	3440	62	0.01802325581395349
134829	28	4	84	0	0.0
134829	9	3	59	0	0.0
134829	11	6	1	1	1.0
134829	39	6	10	2	0.2
134829	6	52	1671	1	0.0005984440454817474
134829	4	15	2	0	0.0
134829	28	8	2738	0	0.0
134829	5	49	790	81	0.10253164556962026
134829	21	3	4443	0	0.0
134829	1	35	108	4	0.037037037037037035
134829	14	8	11	0	0.0
134829	40	5	2110	23	0.010900473933649289
134829	24	1	95	0	0.0
134829	54	5	616	19	0.030844155844155844
134829	25	1	492	25	0.0508130081300813
134829	29	8	886	0	0.0
134829	31	1	2642	16	0.006056018168054504
