source	F	df_num	df_den	p	p_gg	np2	eps	stat_str
Cortex_ROI	200.23	4	396	p < .001	p < .001	0.669	0.574	F(2.30, 227.46) = 200.23, p < .001 (GG ε=0.57), ηp² = .67
Rostral_Caudal	138.68	1	99	p < .001	p < .001	0.583	1.000	F(1, 99) = 138.68, p < .001, ηp² = .58
Cortex_ROI * Rostral_Caudal	377.27	4	396	p < .001	p < .001	0.792	0.478	F(1.91, 189.47) = 377.27, p < .001 (GG ε=0.48), ηp² = .79
