source	F	df_num	df_den	p	p_gg	np2	eps	stat_str
Cortex_ROI	583.82	4	396	p < .001	p < .001	0.855	0.581	F(2.32, 230.17) = 583.82, p < .001 (GG ε=0.58), ηp² = .86
Rostral_Caudal	965.74	1	99	p < .001	p < .001	0.907	1.000	F(1, 99) = 965.74, p < .001, ηp² = .91
Cortex_ROI * Rostral_Caudal	370.97	4	396	p < .001	p < .001	0.789	0.537	F(2.15, 212.82) = 370.97, p < .001 (GG ε=0.54), ηp² = .79
