source	F	df_num	df_den	p	p_gg	np2	eps	stat_str
Cortex_ROI	568.60	4	384	p < .001	p < .001	0.856	0.594	F(2.38, 228.02) = 568.60, p < .001 (GG ε=0.59), ηp² = .86
Caudate_Putamen	1148.51	1	96	p < .001	p < .001	0.923	1.000	F(1, 96) = 1148.51, p < .001, ηp² = .92
Cortex_ROI * Caudate_Putamen	500.81	4	384	p < .001	p < .001	0.839	0.582	F(2.33, 223.37) = 500.81, p < .001 (GG ε=0.58), ηp² = .84
