source	F	df_num	df_den	p	p_gg	np2	eps	stat_str
Cortex_ROI	568.60	4	384	p < .001	p < .001	0.856	0.594	F(2.38, 228.02) = 568.60, p < .001 (GG ε=0.59), ηp² = .86
Rostral_Caudal	928.83	1	96	p < .001	p < .001	0.906	1.000	F(1, 96) = 928.83, p < .001, ηp² = .91
Cortex_ROI * Rostral_Caudal	357.35	4	384	p < .001	p < .001	0.788	0.535	F(2.14, 205.63) = 357.35, p < .001 (GG ε=0.54), ηp² = .79
