source	F	df_num	df_den	p	p_gg	np2	eps	stat_str
Hierarchy	689.10	2	192	p < .001	p < .001	0.878	0.867	F(1.73, 166.54) = 689.10, p < .001 (GG ε=0.87), ηp² = .88
Rostral_Caudal	1009.15	1	96	p < .001	p < .001	0.913	1.000	F(1, 96) = 1009.15, p < .001, ηp² = .91
Hierarchy * Rostral_Caudal	573.35	2	192	p < .001	p < .001	0.857	0.869	F(1.74, 166.93) = 573.35, p < .001 (GG ε=0.87), ηp² = .86
