source	F	df_num	df_den	p	p_gg	np2	eps	stat_str
Cortex_ROI	979.36	6	576	p < .001	p < .001	0.911	0.381	F(2.28, 219.35) = 979.36, p < .001 (GG ε=0.38), ηp² = .91
Caudate_Putamen	2553.99	1	96	p < .001	p < .001	0.964	1.000	F(1, 96) = 2553.99, p < .001, ηp² = .96
Cortex_ROI * Caudate_Putamen	784.89	6	576	p < .001	p < .001	0.891	0.424	F(2.55, 244.37) = 784.89, p < .001 (GG ε=0.42), ηp² = .89
